price,n_accommodates,n_bathrooms,n_beds,n_guests_included,n_extra_people,n_minimum_nights,n_number_of_reviews,n_review_scores_rating,n_reviews_per_month,n_days_since,p_host_response_rate,f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,d_hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,property_type,room_type,usd_price_day,usd_cleaning_fee,cancellation_policy
45,4,2,2,1,0,2,8,85,.53,448,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Hackney,Apartment,Entire home/apt,45.00,,flexible
55,2,1,1,1,0,1,1,100,.18,167,,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,55.00,20,moderate
80,4,2,2,1,0,2,6,100,.83,216,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,Hackney,Apartment,Entire home/apt,80.00,30,flexible
85,4,1,2,1,0,2,17,92,1.55,329,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,85.00,50,strict
114,6,2,3,4,25,7,1,100,.45,64,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,114.00,30,moderate
105,2,1,1,1,0,6,0,,,,,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hackney,Apartment,Private room,105.00,,strict
145,5,1,2,2,15,2,90,95,3.36,803,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,145.00,59,strict
34,2,1,1,1,0,1,0,,,,,House,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,House,Private room,34.00,,flexible
30,2,1,1,1,0,5,0,,,,0,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hackney,House,Private room,30.00,,flexible
20,2,1,1,1,0,1,2,90,.11,530,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Hackney,Apartment,Private room,20.00,,flexible
40,2,1.5,1,1,0,1,0,,,,,House,Private room,flexible,Real Bed,Hackney,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,House,Private room,40.00,,flexible
90,2,1,1,1,0,2,7,94,.91,231,100,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Hackney,Apartment,Entire home/apt,90.00,20,flexible
48,2,1,1,1,0,2,2,100,.26,229,88,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,Hackney,Apartment,Private room,48.00,,flexible
30,1,1,1,1,0,7,0,,,,,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,Apartment,Private room,30.00,,flexible
95,2,1,1,1,0,21,6,97,.76,237,,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,95.00,12,strict
50,4,1,2,1,0,5,5,92,.64,232,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,50.00,,flexible
100,3,1,2,3,50,2,8,88,.3,790,50,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,100.00,,flexible
109,6,1,2,4,10,5,129,82,2.5,1544,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,109.00,40,strict
111,5,1,2,2,20,2,4,95,.74,160,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,111.00,20,moderate
495,14,1,7,6,0,1,54,91,.98,1646,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,495.00,150,strict
40,2,1,1,1,10,1,6,76,.7,255,0,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Private room,40.00,5,flexible
34,1,1,1,1,0,3,3,100,3,9,100,Apartment,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Hackney,Apartment,Private room,34.00,,flexible
60,2,1,1,1,0,1,2,50,.11,531,,House,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,60.00,20,moderate
42,2,.5,1,1,10,2,1,100,.19,158,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,42.00,25,strict
35,2,1,2,1,0,2,4,90,.37,320,67,Apartment,Private room,flexible,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,35.00,10,flexible
32,1,1,1,1,0,7,0,,,,,Apartment,Private room,moderate,Real Bed,Hackney,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Hackney,Apartment,Private room,32.00,,moderate
120,6,1,3,4,15,2,3,100,1.7,52,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,120.00,73,moderate
92,2,1,1,1,0,3,0,,,,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,92.00,,moderate
50,4,1,2,2,20,1,49,99,2.23,659,92,Apartment,Private room,moderate,Real Bed,Hackney,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,50.00,25,moderate
185,7,1,3,4,35,2,30,97,1.34,669,100,Apartment,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,Hackney,Apartment,Entire home/apt,185.00,45,moderate
60,2,1,1,1,0,14,0,,,,88,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,60.00,,strict
45,1,1,1,1,0,14,0,,,,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,House,Private room,45.00,,flexible
38,1,1,1,1,0,1,9,96,.76,356,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,38.00,20,strict
48,3,1,2,1,5,3,4,100,.22,546,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,48.00,,strict
52,2,1,1,1,6,3,10,90,.53,563,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,52.00,,strict
75,3,1.5,1,1,0,1,2,80,.9,66,100,House,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,75.00,20,flexible
30,1,1,1,1,0,1,1,100,1,29,100,Apartment,Private room,strict,Real Bed,Hackney,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,30.00,10,strict
39,1,1,1,1,0,1,46,95,1.56,881,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,39.00,20,strict
170,9,2,4,6,10,5,4,95,.17,699,100,House,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,170.00,50,moderate
70,4,1,1,2,20,30,1,100,.07,426,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,70.00,10,strict
177,6,1.5,3,1,0,1,1,100,1,11,100,House,Entire home/apt,strict,Real Bed,Hackney,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,177.00,82,strict
300,6,2,3,6,0,5,9,100,.23,1157,,House,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,300.00,30,strict
24,1,2,1,1,0,15,2,100,.27,222,,House,Private room,flexible,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Hackney,House,Private room,24.00,,flexible
45,2,1,1,1,10,2,0,,,,,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,Hackney,Apartment,Private room,45.00,15,moderate
45,1,1,1,1,12,1,19,91,.69,821,100,Apartment,Shared room,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Shared room,45.00,,flexible
120,6,1.5,3,1,0,5,6,100,.42,431,100,House,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,120.00,,strict
89,6,1,5,5,0,1,10,94,2.68,111,97,Apartment,Entire home/apt,moderate,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,89.00,35,moderate
50,2,1.5,1,1,0,2,15,96,1.35,333,100,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,50.00,24,flexible
50,2,1,1,1,15,2,66,91,2.5,790,100,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,50.00,,strict
33,2,1,1,1,0,3,88,94,1.28,2066,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,33.00,,moderate
60,2,1,1,1,15,1,0,,,,,House,Private room,strict,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,Hackney,House,Private room,60.00,,strict
80,2,1,1,1,0,2,27,100,1.07,757,100,House,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,80.00,,moderate
35,2,1,1,1,18,2,2,100,.45,133,90,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Private room,35.00,10,strict
90,8,1,3,1,0,2,5,88,.26,579,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,90.00,15,flexible
89,3,1,3,2,10,2,10,100,.46,655,70,Apartment,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,89.00,20,moderate
45,2,1,1,1,10,2,0,,,,75,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Hackney,Apartment,Private room,45.00,15,strict
95,6,2,3,1,15,7,1,80,.19,154,100,House,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,House,Entire home/apt,95.00,60,moderate
36,2,1,1,1,13,1,14,95,.73,575,90,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,36.00,,moderate
99,3,1,1,2,15,3,11,100,.62,530,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,99.00,25,strict
50,2,1,1,1,0,6,3,100,.47,190,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,50.00,30,strict
38,2,1,1,1,6,2,16,98,.35,1364,100,House,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Hackney,House,Private room,38.00,,moderate
60,2,1,1,1,0,1,0,,,,67,Apartment,Private room,moderate,Real Bed,Hackney,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Private room,60.00,15,moderate
61,4,1,2,2,10,1,7,97,6.18,33,95,Apartment,Private room,strict,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Hackney,Apartment,Private room,61.00,20,strict
34,2,1,1,1,0,3,18,94,.52,1046,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,34.00,,moderate
100,4,1,2,1,0,3,0,,,,,House,Entire home/apt,strict,Real Bed,Hackney,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,100.00,50,strict
60,2,1,1,1,0,2,27,85,.48,1690,100,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Hackney,Apartment,Private room,60.00,50,moderate
65,2,1,1,1,0,4,0,,,,,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,65.00,35,strict
130,6,1.5,4,1,0,4,0,,,,,House,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,130.00,30,moderate
100,2,1,1,1,0,1,22,76,3.01,218,98,Apartment,Entire home/apt,strict,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,100.00,30,strict
120,4,1,2,1,0,3,0,,,,,Apartment,Entire home/apt,flexible,Real Bed,Hackney,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,120.00,40,flexible
87,4,1,2,2,5,2,3,100,1.41,63,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,87.00,,strict
100,4,1.5,4,1,0,5,0,,,,,House,Entire home/apt,moderate,Real Bed,Hackney,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,Hackney,House,Entire home/apt,100.00,70,moderate
40,2,1,1,1,0,1,0,,,,,Apartment,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Private room,40.00,,moderate
250,6,2,3,1,0,2,73,94,4.21,519,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,250.00,120,strict
110,3,1,1,1,10,1,38,92,4.01,283,100,Apartment,Entire home/apt,strict,Real Bed,Hackney,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Hackney,Apartment,Entire home/apt,110.00,30,strict
85,2,1,1,1,0,1,6,96,.61,294,100,Apartment,Entire home/apt,flexible,Real Bed,Hackney,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Hackney,Apartment,Entire home/apt,85.00,,flexible
29,1,1.5,1,1,0,1,0,,,,,House,Private room,moderate,Real Bed,Hackney,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hackney,House,Private room,29.00,8,moderate
